method,baseline,query_id,k,stratum,n_pairs,n_judged,n_unjudged,n_explicit_minus1,n_relevant_strict,n_relevant_relaxed,judged_fraction,hole_fraction,observed_precision_strict,observed_precision_relaxed
direct_minmax,bm25,2,50,method_only,15,13,2,0,10,11,0.866666666667,0.133333333333,0.666666666667,0.733333333333
direct_minmax,bm25,2,50,bm25_only,15,15,0,0,1,1,1,0,0.0666666666667,0.0666666666667
direct_minmax,bm25,3,50,shared,27,25,2,0,11,19,0.925925925926,0.0740740740741,0.407407407407,0.703703703704
direct_minmax,bm25,3,50,method_only,23,20,3,0,9,16,0.869565217391,0.130434782609,0.391304347826,0.695652173913
direct_minmax,bm25,3,50,bm25_only,23,18,5,0,1,5,0.782608695652,0.217391304348,0.0434782608696,0.217391304348
direct_minmax,bm25,4,50,shared,32,27,5,0,7,10,0.84375,0.15625,0.21875,0.3125
direct_minmax,bm25,4,50,method_only,18,16,2,0,9,13,0.888888888889,0.111111111111,0.5,0.722222222222
direct_minmax,bm25,4,50,bm25_only,18,12,6,0,2,2,0.666666666667,0.333333333333,0.111111111111,0.111111111111
direct_minmax,bm25,5,50,shared,17,13,4,0,6,12,0.764705882353,0.235294117647,0.352941176471,0.705882352941
direct_minmax,bm25,5,50,method_only,33,24,9,0,15,22,0.727272727273,0.272727272727,0.454545454545,0.666666666667
direct_minmax,bm25,5,50,bm25_only,33,28,5,0,7,20,0.848484848485,0.151515151515,0.212121212121,0.606060606061
direct_minmax,bm25,6,50,shared,26,26,0,0,23,25,1,0,0.884615384615,0.961538461538
direct_minmax,bm25,6,50,method_only,24,21,3,0,21,21,0.875,0.125,0.875,0.875
direct_minmax,bm25,6,50,bm25_only,24,13,11,0,5,8,0.541666666667,0.458333333333,0.208333333333,0.333333333333
direct_minmax,bm25,7,50,shared,34,32,2,0,26,28,0.941176470588,0.0588235294118,0.764705882353,0.823529411765
direct_minmax,bm25,7,50,method_only,16,15,1,0,13,13,0.9375,0.0625,0.8125,0.8125
direct_minmax,bm25,7,50,bm25_only,16,14,2,0,5,6,0.875,0.125,0.3125,0.375
direct_minmax,bm25,8,50,shared,28,22,6,0,16,20,0.785714285714,0.214285714286,0.571428571429,0.714285714286
direct_minmax,bm25,8,50,method_only,22,16,6,0,11,15,0.727272727273,0.272727272727,0.5,0.681818181818
direct_minmax,bm25,8,50,bm25_only,22,11,11,0,0,3,0.5,0.5,0,0.136363636364
direct_minmax,bm25,9,50,shared,34,34,0,0,7,11,1,0,0.205882352941,0.323529411765
direct_minmax,bm25,9,50,method_only,16,14,2,0,5,8,0.875,0.125,0.3125,0.5
direct_minmax,bm25,9,50,bm25_only,16,14,2,0,2,6,0.875,0.125,0.125,0.375
direct_minmax,bm25,10,50,shared,25,25,0,0,20,24,1,0,0.8,0.96
direct_minmax,bm25,10,50,method_only,25,25,0,0,17,23,1,0,0.68,0.92
direct_minmax,bm25,10,50,bm25_only,25,20,5,0,7,14,0.8,0.2,0.28,0.56
direct_minmax,bm25,11,50,shared,32,27,5,0,11,16,0.84375,0.15625,0.34375,0.5
direct_minmax,bm25,11,50,method_only,18,15,3,0,9,10,0.833333333333,0.166666666667,0.5,0.555555555556
direct_minmax,bm25,11,50,bm25_only,18,16,2,0,1,3,0.888888888889,0.111111111111,0.0555555555556,0.166666666667
direct_minmax,bm25,12,50,shared,29,25,4,0,2,12,0.862068965517,0.137931034483,0.0689655172414,0.413793103448
direct_minmax,bm25,12,50,method_only,21,19,2,0,7,12,0.904761904762,0.0952380952381,0.333333333333,0.571428571429
direct_minmax,bm25,12,50,bm25_only,21,14,7,0,3,9,0.666666666667,0.333333333333,0.142857142857,0.428571428571
direct_minmax,bm25,13,50,shared,38,36,2,0,15,30,0.947368421053,0.0526315789474,0.394736842105,0.789473684211
direct_minmax,bm25,13,50,method_only,12,12,0,0,7,11,1,0,0.583333333333,0.916666666667
direct_minmax,bm25,13,50,bm25_only,12,10,2,0,1,4,0.833333333333,0.166666666667,0.0833333333333,0.333333333333
direct_minmax,bm25,14,50,shared,44,44,0,0,23,37,1,0,0.522727272727,0.840909090909
direct_minmax,bm25,14,50,method_only,6,6,0,0,5,6,1,0,0.833333333333,1
direct_minmax,bm25,14,50,bm25_only,6,6,0,0,0,3,1,0,0,0.5
direct_minmax,bm25,15,50,shared,18,14,4,0,2,4,0.777777777778,0.222222222222,0.111111111111,0.222222222222
direct_minmax,bm25,15,50,method_only,32,10,22,0,2,3,0.3125,0.6875,0.0625,0.09375
direct_minmax,bm25,15,50,bm25_only,32,18,14,0,1,2,0.5625,0.4375,0.03125,0.0625
direct_minmax,bm25,16,50,shared,16,16,0,0,7,12,1,0,0.4375,0.75
direct_minmax,bm25,16,50,method_only,34,33,1,0,23,31,0.970588235294,0.0294117647059,0.676470588235,0.911764705882
direct_minmax,bm25,16,50,bm25_only,34,20,14,0,0,0,0.588235294118,0.411764705882,0,0
direct_minmax,bm25,17,50,shared,20,20,0,0,10,18,1,0,0.5,0.9
direct_minmax,bm25,17,50,method_only,30,24,6,0,14,20,0.8,0.2,0.466666666667,0.666666666667
direct_minmax,bm25,17,50,bm25_only,30,23,7,0,7,16,0.766666666667,0.233333333333,0.233333333333,0.533333333333
direct_minmax,bm25,18,50,shared,32,32,0,0,18,27,1,0,0.5625,0.84375
direct_minmax,bm25,18,50,method_only,18,18,0,0,13,17,1,0,0.722222222222,0.944444444444
direct_minmax,bm25,18,50,bm25_only,18,17,1,0,9,14,0.944444444444,0.0555555555556,0.5,0.777777777778
direct_minmax,bm25,19,50,shared,42,40,2,0,7,19,0.952380952381,0.047619047619,0.166666666667,0.452380952381
direct_minmax,bm25,19,50,method_only,8,8,0,0,2,4,1,0,0.25,0.5
direct_minmax,bm25,19,50,bm25_only,8,8,0,0,1,1,1,0,0.125,0.125
direct_minmax,bm25,20,50,shared,28,27,1,0,27,27,0.964285714286,0.0357142857143,0.964285714286,0.964285714286
direct_minmax,bm25,20,50,method_only,22,20,2,0,20,20,0.909090909091,0.0909090909091,0.909090909091,0.909090909091
direct_minmax,bm25,20,50,bm25_only,22,18,4,0,2,7,0.818181818182,0.181818181818,0.0909090909091,0.318181818182
direct_minmax,bm25,21,50,shared,33,32,1,0,18,20,0.969696969697,0.030303030303,0.545454545455,0.606060606061
direct_minmax,bm25,21,50,method_only,17,11,6,0,9,10,0.647058823529,0.352941176471,0.529411764706,0.588235294118
direct_minmax,bm25,21,50,bm25_only,17,14,3,0,6,6,0.823529411765,0.176470588235,0.352941176471,0.352941176471
direct_minmax,bm25,22,50,shared,35,30,5,0,26,30,0.857142857143,0.142857142857,0.742857142857,0.857142857143
direct_minmax,bm25,22,50,method_only,15,14,1,0,10,12,0.933333333333,0.0666666666667,0.666666666667,0.8
direct_minmax,bm25,22,50,bm25_only,15,7,8,0,1,3,0.466666666667,0.533333333333,0.0666666666667,0.2
direct_minmax,bm25,23,50,shared,31,30,1,0,24,29,0.967741935484,0.0322580645161,0.774193548387,0.935483870968
direct_minmax,bm25,23,50,method_only,19,18,1,0,16,18,0.947368421053,0.0526315789474,0.842105263158,0.947368421053
direct_minmax,bm25,23,50,bm25_only,19,12,7,0,2,5,0.631578947368,0.368421052632,0.105263157895,0.263157894737
direct_minmax,bm25,24,50,shared,34,34,0,0,30,34,1,0,0.882352941176,1
direct_minmax,bm25,24,50,method_only,16,15,1,0,14,15,0.9375,0.0625,0.875,0.9375
direct_minmax,bm25,24,50,bm25_only,16,12,4,0,4,6,0.75,0.25,0.25,0.375
direct_minmax,bm25,25,50,shared,16,12,4,0,5,5,0.75,0.25,0.3125,0.3125
direct_minmax,bm25,25,50,method_only,34,23,11,0,15,18,0.676470588235,0.323529411765,0.441176470588,0.529411764706
direct_minmax,bm25,25,50,bm25_only,34,19,15,0,1,3,0.558823529412,0.441176470588,0.0294117647059,0.0882352941176
direct_minmax,bm25,26,50,shared,34,27,7,0,20,22,0.794117647059,0.205882352941,0.588235294118,0.647058823529
direct_minmax,bm25,26,50,method_only,16,11,5,0,10,11,0.6875,0.3125,0.625,0.6875
direct_minmax,bm25,26,50,bm25_only,16,8,8,0,4,4,0.5,0.5,0.25,0.25
direct_minmax,bm25,27,50,shared,16,16,0,0,15,16,1,0,0.9375,1
direct_minmax,bm25,27,50,method_only,34,31,3,0,26,31,0.911764705882,0.0882352941176,0.764705882353,0.911764705882
direct_minmax,bm25,27,50,bm25_only,34,30,4,0,20,28,0.882352941176,0.117647058824,0.588235294118,0.823529411765
direct_minmax,bm25,28,50,shared,30,28,2,0,25,26,0.933333333333,0.0666666666667,0.833333333333,0.866666666667
direct_minmax,bm25,28,50,method_only,20,17,3,0,16,16,0.85,0.15,0.8,0.8
direct_minmax,bm25,28,50,bm25_only,20,18,2,0,14,14,0.9,0.1,0.7,0.7
direct_minmax,bm25,29,50,shared,35,35,0,0,22,28,1,0,0.628571428571,0.8
direct_minmax,bm25,29,50,method_only,15,13,2,0,8,10,0.866666666667,0.133333333333,0.533333333333,0.666666666667
direct_minmax,bm25,29,50,bm25_only,15,15,0,0,5,12,1,0,0.333333333333,0.8
direct_minmax,bm25,30,50,shared,32,32,0,0,30,32,1,0,0.9375,1
direct_minmax,bm25,30,50,method_only,18,16,2,0,15,16,0.888888888889,0.111111111111,0.833333333333,0.888888888889
direct_minmax,bm25,30,50,bm25_only,18,16,2,0,8,16,0.888888888889,0.111111111111,0.444444444444,0.888888888889
direct_minmax,bm25,31,50,shared,29,28,1,0,4,7,0.965517241379,0.0344827586207,0.137931034483,0.241379310345
direct_minmax,bm25,31,50,method_only,21,21,0,0,6,12,1,0,0.285714285714,0.571428571429
direct_minmax,bm25,31,50,bm25_only,21,21,0,0,0,3,1,0,0,0.142857142857
direct_minmax,bm25,32,50,shared,26,26,0,0,9,13,1,0,0.346153846154,0.5
direct_minmax,bm25,32,50,method_only,24,3,21,0,0,0,0.125,0.875,0,0
direct_minmax,bm25,32,50,bm25_only,24,24,0,0,3,3,1,0,0.125,0.125
direct_minmax,bm25,33,50,shared,32,32,0,0,17,27,1,0,0.53125,0.84375
direct_minmax,bm25,33,50,method_only,18,18,0,0,3,10,1,0,0.166666666667,0.555555555556
direct_minmax,bm25,33,50,bm25_only,18,15,3,0,4,4,0.833333333333,0.166666666667,0.222222222222,0.222222222222
direct_minmax,bm25,34,50,shared,21,15,6,0,6,9,0.714285714286,0.285714285714,0.285714285714,0.428571428571
direct_minmax,bm25,34,50,method_only,29,24,5,0,4,6,0.827586206897,0.172413793103,0.137931034483,0.206896551724
direct_minmax,bm25,34,50,bm25_only,29,8,21,0,0,0,0.275862068966,0.724137931034,0,0
direct_minmax,bm25,35,50,shared,33,32,1,0,17,19,0.969696969697,0.030303030303,0.515151515152,0.575757575758
direct_minmax,bm25,35,50,method_only,17,16,1,0,12,12,0.941176470588,0.0588235294118,0.705882352941,0.705882352941
direct_minmax,bm25,35,50,bm25_only,17,14,3,0,6,6,0.823529411765,0.176470588235,0.352941176471,0.352941176471
direct_minmax,bm25,36,50,shared,34,34,0,0,31,31,1,0,0.911764705882,0.911764705882
direct_minmax,bm25,36,50,method_only,16,15,1,0,13,14,0.9375,0.0625,0.8125,0.875
direct_minmax,bm25,36,50,bm25_only,16,16,0,0,11,14,1,0,0.6875,0.875
direct_minmax,bm25,37,50,shared,39,39,0,0,18,32,1,0,0.461538461538,0.820512820513
direct_minmax,bm25,37,50,method_only,11,11,0,0,7,7,1,0,0.636363636364,0.636363636364
direct_minmax,bm25,37,50,bm25_only,11,11,0,0,7,10,1,0,0.636363636364,0.909090909091
direct_minmax,bm25,38,50,shared,20,19,1,0,12,15,0.95,0.05,0.6,0.75
direct_minmax,bm25,38,50,method_only,30,28,2,0,18,28,0.933333333333,0.0666666666667,0.6,0.933333333333
direct_minmax,bm25,38,50,bm25_only,30,26,4,0,6,12,0.866666666667,0.133333333333,0.2,0.4
direct_minmax,bm25,39,50,shared,35,35,0,0,30,35,1,0,0.857142857143,1
direct_minmax,bm25,39,50,method_only,15,15,0,0,14,15,1,0,0.933333333333,1
direct_minmax,bm25,39,50,bm25_only,15,15,0,0,8,14,1,0,0.533333333333,0.933333333333
direct_minmax,bm25,40,50,shared,37,37,0,0,35,37,1,0,0.945945945946,1
direct_minmax,bm25,40,50,method_only,13,13,0,0,11,13,1,0,0.846153846154,1
direct_minmax,bm25,40,50,bm25_only,13,13,0,0,11,13,1,0,0.846153846154,1
direct_minmax,bm25,41,50,shared,34,34,0,0,26,29,1,0,0.764705882353,0.852941176471
direct_minmax,bm25,41,50,method_only,16,16,0,0,12,13,1,0,0.75,0.8125
direct_minmax,bm25,41,50,bm25_only,16,14,2,0,5,6,0.875,0.125,0.3125,0.375
direct_minmax,bm25,42,50,shared,31,31,0,0,27,30,1,0,0.870967741935,0.967741935484
direct_minmax,bm25,42,50,method_only,19,19,0,0,17,19,1,0,0.894736842105,1
direct_minmax,bm25,42,50,bm25_only,19,19,0,0,7,8,1,0,0.368421052632,0.421052631579
direct_minmax,bm25,43,50,shared,33,33,0,0,25,29,1,0,0.757575757576,0.878787878788
direct_minmax,bm25,43,50,method_only,17,17,0,0,17,17,1,0,1,1
direct_minmax,bm25,43,50,bm25_only,17,17,0,0,12,12,1,0,0.705882352941,0.705882352941
direct_minmax,bm25,44,50,shared,32,32,0,0,27,30,1,0,0.84375,0.9375
direct_minmax,bm25,44,50,method_only,18,18,0,0,17,18,1,0,0.944444444444,1
direct_minmax,bm25,44,50,bm25_only,18,13,5,0,2,5,0.722222222222,0.277777777778,0.111111111111,0.277777777778
direct_minmax,bm25,45,50,shared,22,21,1,0,8,18,0.954545454545,0.0454545454545,0.363636363636,0.818181818182
direct_minmax,bm25,45,50,method_only,28,26,2,0,7,26,0.928571428571,0.0714285714286,0.25,0.928571428571
direct_minmax,bm25,45,50,bm25_only,28,25,3,0,11,22,0.892857142857,0.107142857143,0.392857142857,0.785714285714
direct_minmax,bm25,46,50,shared,37,37,0,0,22,29,1,0,0.594594594595,0.783783783784
direct_minmax,bm25,46,50,method_only,13,11,2,0,3,8,0.846153846154,0.153846153846,0.230769230769,0.615384615385
direct_minmax,bm25,46,50,bm25_only,13,13,0,0,0,1,1,0,0,0.0769230769231
direct_minmax,bm25,47,50,shared,21,20,1,0,13,17,0.952380952381,0.047619047619,0.619047619048,0.809523809524
direct_minmax,bm25,47,50,method_only,29,27,2,0,19,20,0.931034482759,0.0689655172414,0.655172413793,0.689655172414
direct_minmax,bm25,47,50,bm25_only,29,10,19,0,0,0,0.344827586207,0.655172413793,0,0
direct_minmax,bm25,48,50,shared,22,18,4,0,17,18,0.818181818182,0.181818181818,0.772727272727,0.818181818182
direct_minmax,bm25,48,50,method_only,28,28,0,0,26,28,1,0,0.928571428571,1
direct_minmax,bm25,48,50,bm25_only,28,10,18,0,3,8,0.357142857143,0.642857142857,0.107142857143,0.285714285714
direct_minmax,bm25,49,50,shared,15,15,0,0,5,12,1,0,0.333333333333,0.8
direct_minmax,bm25,49,50,method_only,35,34,1,0,15,24,0.971428571429,0.0285714285714,0.428571428571,0.685714285714
direct_minmax,bm25,49,50,bm25_only,35,31,4,0,0,1,0.885714285714,0.114285714286,0,0.0285714285714
direct_minmax,bm25,50,50,shared,19,19,0,0,7,13,1,0,0.368421052632,0.684210526316
direct_minmax,bm25,50,50,method_only,31,27,4,0,4,12,0.870967741935,0.129032258065,0.129032258065,0.387096774194
direct_minmax,bm25,50,50,bm25_only,31,21,10,0,1,4,0.677419354839,0.322580645161,0.0322580645161,0.129032258065
direct_minmax,bm25,1,100,shared,57,38,19,0,12,28,0.666666666667,0.333333333333,0.210526315789,0.491228070175
direct_minmax,bm25,1,100,method_only,43,36,7,0,7,27,0.837209302326,0.162790697674,0.162790697674,0.627906976744
direct_minmax,bm25,1,100,bm25_only,43,16,27,0,2,3,0.372093023256,0.627906976744,0.046511627907,0.0697674418605
direct_minmax,bm25,2,100,shared,71,65,6,0,37,43,0.915492957746,0.0845070422535,0.521126760563,0.605633802817
direct_minmax,bm25,2,100,method_only,29,23,6,0,13,17,0.793103448276,0.206896551724,0.448275862069,0.586206896552
direct_minmax,bm25,2,100,bm25_only,29,13,16,0,0,0,0.448275862069,0.551724137931,0,0
direct_minmax,bm25,3,100,shared,64,54,10,0,21,37,0.84375,0.15625,0.328125,0.578125
direct_minmax,bm25,3,100,method_only,36,27,9,0,13,21,0.75,0.25,0.361111111111,0.583333333333
direct_minmax,bm25,3,100,bm25_only,36,24,12,0,7,11,0.666666666667,0.333333333333,0.194444444444,0.305555555556
direct_minmax,bm25,4,100,shared,69,50,19,0,17,23,0.724637681159,0.275362318841,0.246376811594,0.333333333333
direct_minmax,bm25,4,100,method_only,31,22,9,0,10,16,0.709677419355,0.290322580645,0.322580645161,0.516129032258
direct_minmax,bm25,4,100,bm25_only,31,19,12,0,1,3,0.612903225806,0.387096774194,0.0322580645161,0.0967741935484
direct_minmax,bm25,5,100,shared,41,33,8,0,15,29,0.80487804878,0.19512195122,0.365853658537,0.707317073171
direct_minmax,bm25,5,100,method_only,59,33,26,0,19,25,0.559322033898,0.440677966102,0.322033898305,0.423728813559
direct_minmax,bm25,5,100,bm25_only,59,38,21,0,12,27,0.64406779661,0.35593220339,0.203389830508,0.457627118644
direct_minmax,bm25,6,100,shared,48,47,1,0,44,46,0.979166666667,0.0208333333333,0.916666666667,0.958333333333
direct_minmax,bm25,6,100,method_only,52,33,19,0,29,30,0.634615384615,0.365384615385,0.557692307692,0.576923076923
direct_minmax,bm25,6,100,bm25_only,52,20,32,0,8,14,0.384615384615,0.615384615385,0.153846153846,0.269230769231
direct_minmax,bm25,7,100,shared,62,60,2,0,45,47,0.967741935484,0.0322580645161,0.725806451613,0.758064516129
direct_minmax,bm25,7,100,method_only,38,32,6,0,28,29,0.842105263158,0.157894736842,0.736842105263,0.763157894737
direct_minmax,bm25,7,100,bm25_only,38,28,10,0,7,10,0.736842105263,0.263157894737,0.184210526316,0.263157894737
direct_minmax,bm25,8,100,shared,56,42,14,0,27,36,0.75,0.25,0.482142857143,0.642857142857
direct_minmax,bm25,8,100,method_only,44,26,18,0,19,25,0.590909090909,0.409090909091,0.431818181818,0.568181818182
direct_minmax,bm25,8,100,bm25_only,44,19,25,0,2,7,0.431818181818,0.568181818182,0.0454545454545,0.159090909091
direct_minmax,bm25,9,100,shared,69,63,6,0,12,21,0.913043478261,0.0869565217391,0.173913043478,0.304347826087
direct_minmax,bm25,9,100,method_only,31,23,8,0,8,14,0.741935483871,0.258064516129,0.258064516129,0.451612903226
direct_minmax,bm25,9,100,bm25_only,31,25,6,0,5,9,0.806451612903,0.193548387097,0.161290322581,0.290322580645
direct_minmax,bm25,10,100,shared,55,52,3,0,33,48,0.945454545455,0.0545454545455,0.6,0.872727272727
direct_minmax,bm25,10,100,method_only,45,36,9,0,23,27,0.8,0.2,0.511111111111,0.6
direct_minmax,bm25,10,100,bm25_only,45,37,8,0,9,22,0.822222222222,0.177777777778,0.2,0.488888888889
direct_minmax,bm25,11,100,shared,72,62,10,0,19,29,0.861111111111,0.138888888889,0.263888888889,0.402777777778
direct_minmax,bm25,11,100,method_only,28,16,12,0,4,9,0.571428571429,0.428571428571,0.142857142857,0.321428571429
direct_minmax,bm25,11,100,bm25_only,28,23,5,0,1,5,0.821428571429,0.178571428571,0.0357142857143,0.178571428571
direct_minmax,bm25,12,100,shared,58,49,9,0,10,28,0.844827586207,0.155172413793,0.172413793103,0.48275862069
direct_minmax,bm25,12,100,method_only,42,28,14,0,8,16,0.666666666667,0.333333333333,0.190476190476,0.380952380952
direct_minmax,bm25,12,100,bm25_only,42,29,13,0,3,15,0.690476190476,0.309523809524,0.0714285714286,0.357142857143
direct_minmax,bm25,13,100,shared,67,56,11,0,26,47,0.835820895522,0.164179104478,0.388059701493,0.701492537313
direct_minmax,bm25,13,100,method_only,33,25,8,0,9,19,0.757575757576,0.242424242424,0.272727272727,0.575757575758
direct_minmax,bm25,13,100,bm25_only,33,21,12,0,2,11,0.636363636364,0.363636363636,0.0606060606061,0.333333333333
direct_minmax,bm25,14,100,shared,78,78,0,0,34,60,1,0,0.435897435897,0.769230769231
direct_minmax,bm25,14,100,method_only,22,17,5,0,5,10,0.772727272727,0.227272727273,0.227272727273,0.454545454545
direct_minmax,bm25,14,100,bm25_only,22,18,4,0,1,5,0.818181818182,0.181818181818,0.0454545454545,0.227272727273
direct_minmax,bm25,15,100,shared,36,26,10,0,4,7,0.722222222222,0.277777777778,0.111111111111,0.194444444444
direct_minmax,bm25,15,100,method_only,64,24,40,0,4,5,0.375,0.625,0.0625,0.078125
direct_minmax,bm25,15,100,bm25_only,64,23,41,0,0,0,0.359375,0.640625,0,0
direct_minmax,bm25,16,100,shared,35,32,3,0,10,18,0.914285714286,0.0857142857143,0.285714285714,0.514285714286
direct_minmax,bm25,16,100,method_only,65,57,8,0,39,52,0.876923076923,0.123076923077,0.6,0.8
direct_minmax,bm25,16,100,bm25_only,65,30,35,0,0,0,0.461538461538,0.538461538462,0,0
direct_minmax,bm25,17,100,shared,49,43,6,0,20,35,0.877551020408,0.122448979592,0.408163265306,0.714285714286
direct_minmax,bm25,17,100,method_only,51,36,15,0,15,29,0.705882352941,0.294117647059,0.294117647059,0.56862745098
direct_minmax,bm25,17,100,bm25_only,51,35,16,0,7,22,0.686274509804,0.313725490196,0.137254901961,0.43137254902
direct_minmax,bm25,18,100,shared,62,61,1,0,35,55,0.983870967742,0.0161290322581,0.564516129032,0.887096774194
direct_minmax,bm25,18,100,method_only,38,33,5,0,21,28,0.868421052632,0.131578947368,0.552631578947,0.736842105263
direct_minmax,bm25,18,100,bm25_only,38,27,11,0,12,20,0.710526315789,0.289473684211,0.315789473684,0.526315789474
direct_minmax,bm25,19,100,shared,71,66,5,0,9,23,0.929577464789,0.0704225352113,0.12676056338,0.323943661972
direct_minmax,bm25,19,100,method_only,29,27,2,0,4,6,0.931034482759,0.0689655172414,0.137931034483,0.206896551724
direct_minmax,bm25,19,100,bm25_only,29,17,12,0,1,3,0.586206896552,0.413793103448,0.0344827586207,0.103448275862
direct_minmax,bm25,20,100,shared,51,49,2,0,47,48,0.960784313725,0.0392156862745,0.921568627451,0.941176470588
direct_minmax,bm25,20,100,method_only,49,44,5,0,42,43,0.897959183673,0.102040816327,0.857142857143,0.877551020408
direct_minmax,bm25,20,100,bm25_only,49,41,8,0,13,22,0.836734693878,0.163265306122,0.265306122449,0.448979591837
direct_minmax,bm25,21,100,shared,64,59,5,0,38,40,0.921875,0.078125,0.59375,0.625
direct_minmax,bm25,21,100,method_only,36,27,9,0,14,18,0.75,0.25,0.388888888889,0.5
direct_minmax,bm25,21,100,bm25_only,36,20,16,0,4,5,0.555555555556,0.444444444444,0.111111111111,0.138888888889
direct_minmax,bm25,22,100,shared,70,59,11,0,47,57,0.842857142857,0.157142857143,0.671428571429,0.814285714286
direct_minmax,bm25,22,100,method_only,30,27,3,0,24,27,0.9,0.1,0.8,0.9
direct_minmax,bm25,22,100,bm25_only,30,14,16,0,2,5,0.466666666667,0.533333333333,0.0666666666667,0.166666666667
direct_minmax,bm25,23,100,shared,60,54,6,0,40,49,0.9,0.1,0.666666666667,0.816666666667
direct_minmax,bm25,23,100,method_only,40,34,6,0,24,31,0.85,0.15,0.6,0.775
direct_minmax,bm25,23,100,bm25_only,40,14,26,0,0,3,0.35,0.65,0,0.075
direct_minmax,bm25,24,100,shared,66,64,2,0,53,62,0.969696969697,0.030303030303,0.80303030303,0.939393939394
direct_minmax,bm25,24,100,method_only,34,31,3,0,28,31,0.911764705882,0.0882352941176,0.823529411765,0.911764705882
direct_minmax,bm25,24,100,bm25_only,34,20,14,0,6,8,0.588235294118,0.411764705882,0.176470588235,0.235294117647
direct_minmax,bm25,25,100,shared,44,34,10,0,12,14,0.772727272727,0.227272727273,0.272727272727,0.318181818182
direct_minmax,bm25,25,100,method_only,56,32,24,0,21,25,0.571428571429,0.428571428571,0.375,0.446428571429
direct_minmax,bm25,25,100,bm25_only,56,32,24,0,2,3,0.571428571429,0.428571428571,0.0357142857143,0.0535714285714
