method,baseline,query_id,k,n_shared,n_method_only,n_bm25_only,n_union,overlap_fraction,jaccard
bm25_ce,bm25,38,100,35,65,65,165,0.35,0.212121212121
bm25_ce,bm25,39,100,41,59,59,159,0.41,0.25786163522
bm25_ce,bm25,40,100,62,38,38,138,0.62,0.449275362319
bm25_ce,bm25,41,100,53,47,47,147,0.53,0.360544217687
bm25_ce,bm25,42,100,51,49,49,149,0.51,0.342281879195
bm25_ce,bm25,43,100,54,46,46,146,0.54,0.369863013699
bm25_ce,bm25,44,100,38,62,62,162,0.38,0.234567901235
bm25_ce,bm25,45,100,41,59,59,159,0.41,0.25786163522
bm25_ce,bm25,46,100,26,74,74,174,0.26,0.149425287356
bm25_ce,bm25,47,100,25,75,75,175,0.25,0.142857142857
bm25_ce,bm25,48,100,33,67,67,167,0.33,0.197604790419
bm25_ce,bm25,49,100,20,80,80,180,0.2,0.111111111111
bm25_ce,bm25,50,100,36,64,64,164,0.36,0.219512195122
bm25_ce,bm25,1,1000,1000,0,0,1000,1,1
bm25_ce,bm25,2,1000,1000,0,0,1000,1,1
bm25_ce,bm25,3,1000,1000,0,0,1000,1,1
bm25_ce,bm25,4,1000,1000,0,0,1000,1,1
bm25_ce,bm25,5,1000,1000,0,0,1000,1,1
bm25_ce,bm25,6,1000,1000,0,0,1000,1,1
bm25_ce,bm25,7,1000,1000,0,0,1000,1,1
bm25_ce,bm25,8,1000,1000,0,0,1000,1,1
bm25_ce,bm25,9,1000,1000,0,0,1000,1,1
bm25_ce,bm25,10,1000,1000,0,0,1000,1,1
bm25_ce,bm25,11,1000,1000,0,0,1000,1,1
bm25_ce,bm25,12,1000,1000,0,0,1000,1,1
bm25_ce,bm25,13,1000,1000,0,0,1000,1,1
bm25_ce,bm25,14,1000,1000,0,0,1000,1,1
bm25_ce,bm25,15,1000,1000,0,0,1000,1,1
bm25_ce,bm25,16,1000,1000,0,0,1000,1,1
bm25_ce,bm25,17,1000,1000,0,0,1000,1,1
bm25_ce,bm25,18,1000,1000,0,0,1000,1,1
bm25_ce,bm25,19,1000,1000,0,0,1000,1,1
bm25_ce,bm25,20,1000,1000,0,0,1000,1,1
bm25_ce,bm25,21,1000,1000,0,0,1000,1,1
bm25_ce,bm25,22,1000,1000,0,0,1000,1,1
bm25_ce,bm25,23,1000,1000,0,0,1000,1,1
bm25_ce,bm25,24,1000,1000,0,0,1000,1,1
bm25_ce,bm25,25,1000,1000,0,0,1000,1,1
bm25_ce,bm25,26,1000,1000,0,0,1000,1,1
bm25_ce,bm25,27,1000,1000,0,0,1000,1,1
bm25_ce,bm25,28,1000,1000,0,0,1000,1,1
bm25_ce,bm25,29,1000,1000,0,0,1000,1,1
bm25_ce,bm25,30,1000,1000,0,0,1000,1,1
bm25_ce,bm25,31,1000,1000,0,0,1000,1,1
bm25_ce,bm25,32,1000,1000,0,0,1000,1,1
bm25_ce,bm25,33,1000,1000,0,0,1000,1,1
bm25_ce,bm25,34,1000,1000,0,0,1000,1,1
bm25_ce,bm25,35,1000,1000,0,0,1000,1,1
bm25_ce,bm25,36,1000,1000,0,0,1000,1,1
bm25_ce,bm25,37,1000,1000,0,0,1000,1,1
bm25_ce,bm25,38,1000,1000,0,0,1000,1,1
bm25_ce,bm25,39,1000,1000,0,0,1000,1,1
bm25_ce,bm25,40,1000,1000,0,0,1000,1,1
bm25_ce,bm25,41,1000,1000,0,0,1000,1,1
bm25_ce,bm25,42,1000,1000,0,0,1000,1,1
bm25_ce,bm25,43,1000,1000,0,0,1000,1,1
bm25_ce,bm25,44,1000,1000,0,0,1000,1,1
bm25_ce,bm25,45,1000,1000,0,0,1000,1,1
bm25_ce,bm25,46,1000,1000,0,0,1000,1,1
bm25_ce,bm25,47,1000,1000,0,0,1000,1,1
bm25_ce,bm25,48,1000,1000,0,0,1000,1,1
bm25_ce,bm25,49,1000,1000,0,0,1000,1,1
bm25_ce,bm25,50,1000,1000,0,0,1000,1,1
